trk1;trk2;trk3;trk4;trk5;trk6;trk7;trk8;trk9;trk10;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.2833333333333333;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.2833333333333333;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.2833333333333333;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.2833333333333333;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.2833333333333333;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.2833333333333333;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.2833333333333333;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.2833333333333333;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.2833333333333333;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
0.2833333333333333;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.4666666666666667;0.4;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.4666666666666667;0.4;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.4666666666666667;0.4;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.4666666666666667;0.4;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.4666666666666667;0.4;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.4666666666666667;0.4;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.4666666666666667;0.4;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.4666666666666667;0.4;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.4666666666666667;0.4;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.4666666666666667;0.4;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.4666666666666667;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.4666666666666667;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.4666666666666667;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.4666666666666667;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.4666666666666667;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.4666666666666667;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.4666666666666667;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.4666666666666667;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.4666666666666667;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.4666666666666667;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.95;0.5;0.5166666666666667;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.95;0.5;0.5166666666666667;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.95;0.5;0.5166666666666667;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.95;0.5;0.5166666666666667;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.95;0.5;0.5166666666666667;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.95;0.5;0.5166666666666667;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.95;0.5;0.5166666666666667;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.95;0.5;0.5166666666666667;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.95;0.5;0.5166666666666667;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.95;0.5;0.5166666666666667;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.3;0.21666666666666667;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.3;0.21666666666666667;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.3;0.21666666666666667;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.3;0.21666666666666667;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.3;0.21666666666666667;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.3;0.21666666666666667;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.3;0.21666666666666667;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.3;0.21666666666666667;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.3;0.21666666666666667;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.3;0.21666666666666667;0.0;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.5;0.5;0.016666666666666666;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.5;0.5;0.016666666666666666;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.5;0.5;0.016666666666666666;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.5;0.5;0.016666666666666666;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.5;0.5;0.016666666666666666;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.5;0.5;0.016666666666666666;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.5;0.5;0.016666666666666666;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.5;0.5;0.016666666666666666;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.5;0.5;0.016666666666666666;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;1.0;0.5;0.5;0.016666666666666666;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.8666666666666667;0.5666666666666667;0.5666666666666667;0.5666666666666667;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.8666666666666667;0.5666666666666667;0.5666666666666667;0.5666666666666667;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.8666666666666667;0.5666666666666667;0.5666666666666667;0.5666666666666667;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.8666666666666667;0.5666666666666667;0.5666666666666667;0.5666666666666667;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.8666666666666667;0.5666666666666667;0.5666666666666667;0.5666666666666667;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.8666666666666667;0.5666666666666667;0.5666666666666667;0.5666666666666667;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.8666666666666667;0.5666666666666667;0.5666666666666667;0.5666666666666667;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.8666666666666667;0.5666666666666667;0.5666666666666667;0.5666666666666667;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.8666666666666667;0.5666666666666667;0.5666666666666667;0.5666666666666667;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.8666666666666667;0.5666666666666667;0.5666666666666667;0.5666666666666667;0.0;0.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.0;1.0;1.0;1.0;0.31666666666666665;0.3;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.0;1.0;1.0;1.0;0.31666666666666665;0.3;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.0;1.0;1.0;1.0;0.31666666666666665;0.3;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.0;1.0;1.0;1.0;0.31666666666666665;0.3;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.0;1.0;1.0;1.0;0.31666666666666665;0.3;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.0;1.0;1.0;1.0;0.31666666666666665;0.3;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.0;1.0;1.0;1.0;0.31666666666666665;0.3;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.0;1.0;1.0;1.0;0.31666666666666665;0.3;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.0;1.0;1.0;1.0;0.31666666666666665;0.3;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.0;1.0;1.0;1.0;0.31666666666666665;0.3;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.0;1.0;1.0;1.0;0.5;1.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.0;1.0;1.0;1.0;0.5;1.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.0;1.0;1.0;1.0;0.5;1.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.0;1.0;1.0;1.0;0.5;1.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.0;1.0;1.0;1.0;0.5;1.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.0;1.0;1.0;1.0;0.5;1.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.0;1.0;1.0;1.0;0.5;1.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.0;1.0;1.0;1.0;0.5;1.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.0;1.0;1.0;1.0;0.5;1.0;
1.1833333333333333;1.0166666666666666;0.0;0.5;0.0;1.0;1.0;1.0;0.5;1.0;
1.1833333333333333;0.5166666666666667;0.0;0.5;0.0;1.0;0.4666666666666667;0.5166666666666667;0.5;1.0;
1.1833333333333333;0.5166666666666667;0.0;0.5;0.0;1.0;0.4666666666666667;0.5166666666666667;0.5;1.0;
1.1833333333333333;0.5166666666666667;0.0;0.5;0.0;1.0;0.4666666666666667;0.5166666666666667;0.5;1.0;
1.1833333333333333;0.5166666666666667;0.0;0.5;0.0;1.0;0.4666666666666667;0.5166666666666667;0.5;1.0;
1.1833333333333333;0.5166666666666667;0.0;0.5;0.0;1.0;0.4666666666666667;0.5166666666666667;0.5;1.0;
1.1833333333333333;0.5166666666666667;0.0;0.5;0.0;1.0;0.4666666666666667;0.5166666666666667;0.5;1.0;
1.1833333333333333;0.5166666666666667;0.0;0.5;0.0;1.0;0.4666666666666667;0.5166666666666667;0.5;1.0;
1.1833333333333333;0.5166666666666667;0.0;0.5;0.0;1.0;0.4666666666666667;0.5166666666666667;0.5;1.0;
1.1833333333333333;0.5166666666666667;0.0;0.5;0.0;1.0;0.4666666666666667;0.5166666666666667;0.5;1.0;
1.1833333333333333;0.5166666666666667;0.0;0.5;0.0;1.0;0.4666666666666667;0.5166666666666667;0.5;1.0;
1.1833333333333333;0.5;0.0;0.5;0.0;1.0;0.0;0.4;0.5;1.0;
1.1833333333333333;0.5;0.0;0.5;0.0;1.0;0.0;0.4;0.5;1.0;
1.1833333333333333;0.5;0.0;0.5;0.0;1.0;0.0;0.4;0.5;1.0;
1.1833333333333333;0.5;0.0;0.5;0.0;1.0;0.0;0.4;0.5;1.0;
1.1833333333333333;0.5;0.0;0.5;0.0;1.0;0.0;0.4;0.5;1.0;
1.1833333333333333;0.5;0.0;0.5;0.0;1.0;0.0;0.4;0.5;1.0;
1.1833333333333333;0.5;0.0;0.5;0.0;1.0;0.0;0.4;0.5;1.0;
1.1833333333333333;0.5;0.0;0.5;0.0;1.0;0.0;0.4;0.5;1.0;
1.1833333333333333;0.5;0.0;0.5;0.0;1.0;0.0;0.4;0.5;1.0;
1.1833333333333333;0.5;0.0;0.5;0.0;1.0;0.0;0.4;0.5;1.0;
1.1833333333333333;0.5;0.0;0.5;0.0;1.0;0.0;0.0;0.5;1.0;
1.1833333333333333;0.5;0.0;0.5;0.0;1.0;0.0;0.0;0.5;1.0;
1.1833333333333333;0.5;0.0;0.5;0.0;1.0;0.0;0.0;0.5;1.0;
1.1833333333333333;0.5;0.0;0.5;0.0;1.0;0.0;0.0;0.5;1.0;
1.1833333333333333;0.5;0.0;0.5;0.0;1.0;0.0;0.0;0.5;1.0;
1.1833333333333333;0.5;0.0;0.5;0.0;1.0;0.0;0.0;0.5;1.0;
1.1833333333333333;0.5;0.0;0.5;0.0;1.0;0.0;0.0;0.5;1.0;
1.1833333333333333;0.5;0.0;0.5;0.0;1.0;0.0;0.0;0.5;1.0;
1.1833333333333333;0.5;0.0;0.5;0.0;1.0;0.0;0.0;0.5;1.0;
1.1833333333333333;0.5;0.0;0.5;0.0;1.0;0.0;0.0;0.5;1.0;
1.1833333333333333;0.9833333333333333;0.0;0.5;0.0;0.03333333333333333;0.0;0.0;0.5;1.0;
1.1833333333333333;0.9833333333333333;0.0;0.5;0.0;0.03333333333333333;0.0;0.0;0.5;1.0;
1.1833333333333333;0.9833333333333333;0.0;0.5;0.0;0.03333333333333333;0.0;0.0;0.5;1.0;
1.1833333333333333;0.9833333333333333;0.0;0.5;0.0;0.03333333333333333;0.0;0.0;0.5;1.0;
1.1833333333333333;0.9833333333333333;0.0;0.5;0.0;0.03333333333333333;0.0;0.0;0.5;1.0;
1.1833333333333333;0.9833333333333333;0.0;0.5;0.0;0.03333333333333333;0.0;0.0;0.5;1.0;
1.1833333333333333;0.9833333333333333;0.0;0.5;0.0;0.03333333333333333;0.0;0.0;0.5;1.0;
1.1833333333333333;0.9833333333333333;0.0;0.5;0.0;0.03333333333333333;0.0;0.0;0.5;1.0;
1.1833333333333333;0.9833333333333333;0.0;0.5;0.0;0.03333333333333333;0.0;0.0;0.5;1.0;
1.1833333333333333;0.9833333333333333;0.0;0.5;0.0;0.03333333333333333;0.0;0.0;0.5;1.0;
1.1833333333333333;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;1.0;
1.1833333333333333;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;1.0;
1.1833333333333333;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;1.0;
1.1833333333333333;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;1.0;
1.1833333333333333;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;1.0;
1.1833333333333333;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;1.0;
1.1833333333333333;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;1.0;
1.1833333333333333;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;1.0;
1.1833333333333333;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;1.0;
1.1833333333333333;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;1.0;
1.1833333333333333;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.08333333333333333;1.0;
1.1833333333333333;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.08333333333333333;1.0;
1.1833333333333333;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.08333333333333333;1.0;
1.1833333333333333;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.08333333333333333;1.0;
1.1833333333333333;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.08333333333333333;1.0;
1.1833333333333333;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.08333333333333333;1.0;
1.1833333333333333;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.08333333333333333;1.0;
